タイトル,あらすじ,ジャンル
男はつらいよ 望郷篇,【第5作目】早トチリでおいちゃんの葬儀の用意までして大騒ぎする寅さんの元へ、昔世話になった竜岡親分の重病の報せが届いた。早速札幌へ見舞うが、別れた息子に逢いたいと頼まれ、やっとの思いで探し出すが彼は決して会おうとはしなかった。複雑な人間関係を思い知った寅さんは真面目に働くことを決心、浦安の母娘二人暮らしの豆腐屋で働くのだった。そして、娘の美容師･節子に想いを寄せ、一生豆腐屋で働こうと決意した日、実は節子に結婚の約束をした人がいることを知らされる。,"ヒューマンドラマ,コメディ"
天城越え,十四歳の少年が母の情事を目撃、裏切った母を許せず、一人旅をする。天城峠で少年が出会ったのは、やさしい娼婦･ハナだった。やがてその一途で純粋な心が、不条理ともいえる殺人までにエスカレートする。思春期を迎えた少年の微妙にゆれる心理を、現代とのカットバックで真相を明かし、人間の原罪を暴いていく。ロマンに満ちた作風で清張版「伊豆の踊り子」とも呼べる初期の作品の映画化。,"ヒューマンドラマ,サスペンス／ミステリー"
ガッチャマン,21世紀の初め。謎の侵略者によって、わずか17日間で地球の半分は壊滅状態に陥った。絶滅を回避するため、人類は最後の望みをあるモノにかけた。それは【石】と呼ばれる不思議な結晶体。【石】の力を引き出せる「適合者」は800万人に1人。人類は「適合者」を探し始め、施設に収容し、特殊エージェントとして訓練を強制した。侵略者を殲滅...,"アクション,SF"
スイートプールサイド,男子なのに毛が生えないことに悩む高校1年生･太田 (須賀健太) は同じ水泳部の毛深い女子･後藤綾子 (刈谷友衣子) をひそかにうらやましく思っていた。ある日の放課後、部室で綾子に呼び止められた太田は、とんでもないお願いをされてしまう。「太田くん…。私の毛を剃ってくれない?」毛に悩むふたりのヒミツの関係がこの瞬間からスタートした…。,"青春,ヒューマンドラマ,コメディ"
アルカナ,謎の連続大量殺人事件を追う刑事･村上は、事件現場で記憶を失った少女･マキに出会う。マキは、事件の被害者である〈死者たちの苦しむ声〉に導かれて、気づけば事件現場にいたという。 しかし、凄惨な事件現場の唯一の生き残りとしてマキは容疑者となってしまう。幼いころから〈不思議な現象〉に悩まされてきた村上だけがマキの言葉を信じ始...,"ホラー,サスペンス／ミステリー"
小さいおうち,昭和11年。田舎から出てきた純真な娘･タキは、東京郊外に建つ少しモダンな赤い三角屋根の小さなお家で、女中として働きはじめた。そこには、若く美しい奥様･時子と旦那様･雅樹、そして可愛いお坊ちゃまが穏やかに暮らしていた。しかしある日、一人の青年･板倉が現れ、奥様の心があやしく傾いていく。,"ヒューマンドラマ,サスペンス／ミステリー"
男はつらいよ 口笛を吹く寅次郎,【第32作目】備中高梁は博の実家のある城下町である。寅さんは博の亡父の三回忌を思い出し墓参りに立ち寄った。そこで寺の和尚と娘･朋子に出会う。勧められるままに上り込み酒の座は盛り上り和尚と寅さんは意気投合する。翌日は二日酔い和尚に代わって法事に行く事になる。名調子の弁舌がすっかり檀家の人達に気に入られ寅さんは寺に居着くことになった。やがて三回忌の法要でさくら一家がやって来る。和尚と共に木魚を叩く寅さんの姿にびっくり仰天。さくらはそばにいる美しい朋子の姿を見て兄の恋路の行方に胸を痛める。,"ヒューマンドラマ,コメディ"
きな子 ～見習い警察犬の物語～,警察犬訓練士を目指す18歳の望月杏子が出会ったのは、まだ子犬の「きな子」。「体が弱く警察犬になれない」と言う所長に、杏子は思わず「私がきな子を警察犬にします!」と宣言。しかし、一向に訓練に身が入らず、試験に何度も失敗を続けるきな子にも、きな子を育てられない自分自身にも、次第に失望していく杏子。そしてついに、きな子と別れ、訓練所を出ていく決心をするが…。,ヒューマンドラマ
しゃぼん玉,親の愛情を知らずに育ち、女性や老人だけを狙った通り魔や強盗傷害を繰り返してきた伊豆見翔人 (林遣都)。人を刺し、逃亡途中に迷い込んだ宮崎県の山深い椎葉村で怪我をした老婆スマ (市原悦子) を助けたことがきっかけで、彼女の家に寝泊まりするようになった。初めは金を盗んで逃げるつもりだったが、伊豆見をスマの孫だと勘違いした村の人々に世話を焼かれ、山仕事や祭りの準備を手伝わされるうちに、伊豆見の荒んだ心に少しづつ変化が訪れた。そして10年ぶりに村に帰ってきた美知 (藤井美菜) との出会いから、自分が犯した罪を自覚し始める。「今まで諦めていた人生をやり直したい」―決意を秘めた伊豆見は、どこへ向かうのか…。,ヒューマンドラマ
真夜中の五分前,双子の姉に恋した男。双子の妹を愛した男。旅先の事故から一人だけ帰国したのは、姉か、妹か? 愛すれば愛するほど、きみが誰だかわからない。今日と明日をつなぐ五分間。愛の行方は、思いも寄らぬ世界へ迷い込む―。主演･三浦春馬が、リウ･シーシーやチャン･シャオチュアンらアジアキャストと豪華競演! 監督･行定勲が描く繊細な空気感と、異国撮影での景観との重奏が本作をさらにミステリアスな世界に誘っていく。,"恋愛,サスペンス／ミステリー"
CASSHERN,たった一つの命を捨てて、生まれ変わった不死身の体。 鉄の悪魔を叩いて砕く、キャシャーンがやらねば誰がやる。「人間はなぜ争うのか?」この重く普遍的なテーマをエンターテイメント性豊かに描いた、誰も見たことのない懐かしい既視感 (デジャヴ) を感じさせる映像世界。錚々たるスタッフとキャストがその才能の全てを結集させた、感性と想像力を刺激する豊潤なイメージを体感する映像叙事詩!,"アクション,戦争,SF"
男はつらいよ フーテンの寅,【第3作目】お見合いを承諾した寅さんが相手の女性に逢ってびっくり、知り合いの旅館の従業員･駒子だった。駒子が恋人の腹いせに見合いをしたことを知った寅さんは二人の間を取り持ち、結婚式を挙げさせた。それから一ヶ月、湯の山温泉で旅館の番頭をやっていた寅さんは、旅館の経営をいっさい切り盛りしている未亡人･お志津に淡い慕情を寄せていた。そのお志津のために、お志津の弟･信夫と芸者･染奴の間も取り持った。しかし、お志津には心に決めた人がいることを知らされ失恋してしまう。,"ヒューマンドラマ,コメディ"
